series,model,order,seasonal_order,aic,bic,test_rmse,test_mae,test_mape
Retail,SARIMA,"(0, 1, 0)","(0, 1, 0, 11)",92.0061174730593,93.44010467754445,9.732980483444502,9.727272727283134,106.88550132049556
Retail,SARIMA,"(0, 1, 1)","(0, 1, 0, 11)",92.02338854269445,94.82578330601876,9.73492773453069,9.729221120745974,106.90691397243405
Retail,SARIMA,"(1, 1, 0)","(0, 1, 0, 11)",93.91942218497135,96.78739659394165,9.738017564137294,9.732312813034286,106.94128512451195
Retail,SARIMA,"(1, 0, 2)","(1, 0, 1, 11)",1004.3418746251714,1012.7490589151444,13.381303988334432,12.46558989056823,107.28080413728631
Retail,SARIMA,"(0, 1, 2)","(0, 1, 0, 11)",91.401860495624,95.50374798558343,9.885352735054289,9.879733809992983,108.56620031646136
Retail,SARIMA,"(2, 1, 0)","(0, 1, 0, 11)",93.06119304814162,97.26478519312809,9.981839286104055,9.976243189909844,109.55992115970403
Retail,SARIMA,"(1, 1, 1)","(0, 1, 0, 11)",92.41061035614662,96.6142025011331,9.974385336887732,9.96977382999973,109.72716613537237
Retail,SARIMA,"(1, 1, 2)","(0, 1, 0, 11)",91.35985484967209,96.82903816961799,10.078284637325607,10.073576823505102,110.89733366100785
Retail,SARIMA,"(2, 1, 1)","(0, 1, 0, 11)",93.56080504952928,99.1655945761779,10.102842958512198,10.098210439489199,111.12947870243322
Retail,SARIMA,"(0, 0, 0)","(1, 1, 0, 11)",119.01348548367723,121.19557039039385,14.105661158702398,13.26577540106952,114.58504152464299
Retail,SARIMA,"(0, 1, 0)","(0, 0, 1, 11)",1127.3736072561098,1130.24158166508,9.91775267799185,8.381818181818149,124.96223328346512
Retail,SARIMA,"(0, 1, 0)","(0, 0, 0, 11)",162.46808450375934,164.20575412204272,9.917752677992032,8.381818181818181,124.96223328346774
Retail,SARIMA,"(0, 1, 1)","(0, 0, 0, 11)",161.27624941150734,164.70339354491594,10.000082046605666,8.462956972023916,125.96744591917283
Retail,SARIMA,"(0, 1, 1)","(0, 0, 1, 11)",971.7410094377618,975.9446015827483,10.0095130082941,8.472232383466327,126.08235718121479
Retail,SARIMA,"(1, 1, 0)","(0, 0, 1, 11)",1104.466111497722,1108.7680731111775,10.049403995928591,8.512508393119553,126.55669574207684
Retail,SARIMA,"(1, 1, 0)","(0, 0, 0, 11)",164.02213370803707,167.4974729446038,10.049403995928783,8.512508393119594,126.55669574207961
Retail,SARIMA,"(1, 1, 1)","(0, 0, 1, 11)",1174.3783737040826,1179.9831632307312,10.239537299581,8.717089018396422,128.71860131412492
Retail,SARIMA,"(1, 1, 2)","(0, 0, 0, 11)",161.45794234518786,168.2134601616436,10.29025728396615,8.755118951683402,129.37281403556523
Retail,SARIMA,"(0, 1, 2)","(0, 0, 0, 11)",159.46006709499935,164.52670545734117,10.305765713092619,8.771658126719066,129.54415422448398
Retail,SARIMA,"(0, 1, 2)","(0, 0, 1, 11)",1089.5820500231873,1095.0512333431332,10.30963694270844,8.775688723827226,129.58706714210976
Retail,SARIMA,"(1, 1, 2)","(0, 0, 1, 11)",1215.6564954962641,1222.4929746461964,10.353288699396478,8.822278675539282,130.06983834058852
Retail,SARIMA,"(2, 1, 1)","(0, 0, 1, 11)",987.4409515287549,994.4469384370657,10.469568604706748,8.946969230043667,131.36892796794356
Retail,SARIMA,"(2, 1, 1)","(0, 0, 0, 11)",164.2237253263383,171.07801359315553,10.489913949507077,8.969101053218587,131.58921287260736
Retail,SARIMA,"(2, 1, 0)","(0, 0, 1, 11)",1055.920648417748,1061.6565972356887,10.507588044982214,8.98849565735313,131.77914609301035
Retail,SARIMA,"(2, 1, 0)","(0, 0, 0, 11)",162.22594788403703,167.36666408414996,10.507588105663427,8.988495720602005,131.77914676843702
Retail,SARIMA,"(2, 1, 2)","(0, 0, 0, 11)",163.37995428584597,171.82435155641565,10.565407978362975,9.055958920944015,132.4367044334158
Retail,SARIMA,"(2, 0, 1)","(0, 1, 1, 11)",73.03420262446434,78.01286399223429,13.625477291724328,13.426367918392744,133.74832672645294
Retail,SARIMA,"(1, 0, 0)","(0, 1, 0, 11)",94.28107849458915,97.21255030018861,13.542190185641235,13.37386865328335,134.28254676983659
Retail,SARIMA,"(1, 1, 1)","(0, 0, 0, 11)",162.64459659421505,167.78531279432798,10.71993091398275,9.314521015088769,134.33661886767987
Retail,SARIMA,"(2, 0, 0)","(0, 1, 0, 11)",93.3850726049701,97.68703421842554,14.595839329118412,14.347577143510785,141.79691906513528
Retail,SARIMA,"(1, 0, 1)","(0, 1, 0, 11)",93.4273858552775,97.72934746873295,14.755213296020687,14.491811925019727,142.8221589286518
Retail,SARIMA,"(2, 0, 2)","(0, 1, 0, 11)",93.64084741926851,100.64683432757928,14.704084212622481,14.467858044575172,143.60411525574318
Retail,SARIMA,"(2, 0, 0)","(0, 1, 1, 11)",75.25271407754826,79.43080382844195,14.847146992144644,14.584622819578346,143.88883465582362
Retail,SARIMA,"(1, 0, 2)","(0, 1, 0, 11)",93.56864078174173,99.17343030839035,15.035224252968069,14.746287304703884,144.6991777124602
Retail,SARIMA,"(2, 0, 1)","(0, 1, 0, 11)",93.99240855293229,99.72835737087287,14.9162720166418,14.659573266536313,144.9469810674229
Retail,SARIMA,"(1, 0, 1)","(0, 1, 1, 11)",72.98473054527412,76.96765963949008,15.03130479563171,14.751439794086888,145.0945337996326
Retail,SARIMA,"(2, 0, 0)","(1, 1, 1, 11)",74.96038170779957,79.93904307556953,15.006091218346763,14.73557290125075,145.26511083293963
Retail,SARIMA,"(1, 0, 2)","(0, 1, 1, 11)",72.67412763794589,77.39632253377809,15.158045298599006,14.854918692403634,145.39148543598387
Retail,SARIMA,"(2, 0, 0)","(1, 1, 0, 11)",72.95996230069746,76.94289139491342,15.089558389540574,14.814295384800475,145.9659136612619
Retail,SARIMA,"(2, 0, 1)","(1, 1, 0, 11)",73.09078734411068,78.06944871188063,15.190438147746342,14.913775008092255,147.2063414559151
Retail,SARIMA,"(1, 0, 2)","(1, 1, 0, 11)",77.28445428000394,82.50706646862106,15.516931621522742,15.202265968025268,148.84709414310493
Retail,SARIMA,"(1, 0, 1)","(1, 1, 0, 11)",75.29541576023807,79.47350551113176,15.539086280604055,15.23353772787746,149.52575385574647
Retail,SARIMA,"(1, 0, 0)","(1, 1, 0, 11)",73.84097172663363,76.9745390398039,16.932026297219885,16.577713603438752,162.84485298266029
Retail,SARIMA,"(1, 0, 1)","(1, 1, 1, 11)",73.52519519475422,78.50385656252418,17.799993907131174,17.30847726286199,165.94198439911864
Retail,SARIMA,"(1, 0, 0)","(1, 1, 1, 11)",74.43699764614766,78.61508739704135,18.54973528314636,18.098289350304512,177.19222215900842
Retail,SARIMA,"(1, 0, 0)","(0, 1, 1, 11)",73.29239594869662,76.4259632618669,19.35382867522128,18.87484534129077,184.5193008313379
Retail,SARIMA,"(1, 0, 0)","(0, 0, 0, 11)",162.8678398555398,166.39024008692695,19.883873702791707,19.810770960371507,210.0875160859355
Retail,SARIMA,"(1, 0, 0)","(0, 0, 1, 11)",1397.4526806621584,1401.8498883705577,19.883873939712398,19.81077118537047,210.08751769186725
Retail,SARIMA,"(2, 0, 2)","(0, 0, 0, 11)",160.62104112194177,169.1889014554633,20.631329084404097,20.446795042815435,212.09547162784014
Retail,SARIMA,"(2, 0, 2)","(0, 0, 1, 11)",1283.3938953550069,1291.8010796449798,20.223575288981788,20.12846540438487,212.15733481565056
Retail,SARIMA,"(2, 0, 1)","(0, 0, 1, 11)",1179.124911953563,1186.2948479759887,20.377880211619924,20.278401395889095,213.45025710863078
Retail,SARIMA,"(2, 0, 1)","(0, 0, 0, 11)",163.95566050041705,170.90633897355053,20.483209236596863,20.37725558958956,214.13696940516598
Retail,SARIMA,"(1, 0, 1)","(0, 0, 1, 11)",949.8476853317752,955.5836341497157,20.48882349229379,20.382402220866226,214.16573318206628
Retail,SARIMA,"(2, 0, 0)","(0, 0, 0, 11)",161.95568303306555,167.16869188791566,20.487843318244096,20.381599829726426,214.16711914274268
Retail,SARIMA,"(2, 0, 0)","(0, 0, 1, 11)",1409.965179238334,1415.828122849533,20.487843547063008,20.38160004492846,214.16712067905567
Retail,SARIMA,"(1, 0, 1)","(0, 0, 0, 11)",161.95738142215114,167.17039027700125,20.512952784188023,20.40509115350517,214.3277502633114
Retail,SARIMA,"(1, 0, 2)","(0, 0, 0, 11)",161.21602370700145,168.0703119738187,20.614506210263468,20.50016050940976,214.9877872603437
Retail,SARIMA,"(1, 0, 2)","(0, 0, 1, 11)",1080.1008303913143,1087.1068172996252,20.684721595891503,20.565853865910128,215.4470818162149
Retail,ETS,trend=add,"seasonal=add, period=11",1.506114838795245,28.26895934756916,12.425215266471215,12.408460531292445,139.7855846873316
Retail,ETS,trend=add,"seasonal=None, period=-",45.76711615101345,52.90387468668649,11.657905489314086,10.897252547079166,144.98850573589777
Retail,ETS,trend=None,"seasonal=add, period=11",12.1208869497664,35.31535219070379,6.907879051685635,5.82780485049475,87.39917702133837
Retail,SARIMA,"(0, 0, 3)","(0, 0, 2, 11)",106.65585874164941,111.9980892890264,3.673940650007109,2.955213897443423,40.028932515640534
